id	legalName	ateco	region	description
284	GPI S.P.A.	62	Trentino-Alto Adige/Südtirol	L'azienda sviluppa e produce software applicativi per sistemi informativi e gestionali, con particolare riferimento al settore sanitario e alla pubblica amministrazione. L'attività comprende la realizzazione di soluzioni per la gestione delle cartelle cliniche elettroniche, piattaforme per enterprise imaging, strumenti per la telemedicina e moduli di gestione integrata per infrastrutture ICT. L'azienda progetta e implementa sistemi automatici per l'automazione logistica e la robotica applicata alla gestione degli inventari nelle farmacie, oltre a sviluppare strumenti per il controllo dei processi amministrativi e contabili e per la gestione tecnica e la manutenzione di infrastrutture tecnologiche. Vengono inoltre implementati sistemi per la data governance e la sicurezza informatica, affiancati da servizi di supporto tecnico, help desk e call center.
285	THUN S.P.A.	23	Trentino-Alto Adige/Südtirol	L'azienda sviluppa e realizza prodotti ceramici per impieghi domestici e ornamentali, includendo complementi d'arredo, articoli per la tavola e oggettistica decorativa. Le attività comprendono la progettazione, la modellazione e la decorazione di oggetti ceramici, con la produzione di statuette, elementi ornamentali e articoli personalizzati. La produzione si estende anche alla realizzazione di gadgettistica personalizzata e materiale di rappresentanza, come evidenziato dall'esecuzione di commesse specifiche tramite bandi pubblici.
286	SAN GERMANO S.P.A.	38	Piemonte	L'azienda opera nella raccolta differenziata e nel trasporto di rifiuti solidi non pericolosi, includendo il trasporto di materiali differenziati quali carta, cartone, vetro, metalli, plastica, tessuti, legno e sughero. Le operazioni comprendono il trasporto di rifiuti destinati al recupero o riciclaggio, la gestione e l'intermediazione di rifiuti solidi e speciali, nonché la raccolta e lo spazzamento meccanizzato di aree pubbliche e private. Vengono eseguiti servizi di pulizia, disotturazione e spurgo di fognature, attività per la gestione di discariche di prima categoria, l'autotrasporto di cose e la progettazione ed esecuzione di aree ecologiche. Sono inoltre operative le attività di bonifica di siti e di beni contenenti amianto.
287	SORIN GROUP ITALIA SRL	26	Lombardia	L'azienda si occupa della progettazione, sviluppo e produzione di apparecchi elettromedicali e componenti correlati. In particolare, realizza dispositivi di cardiostimolazione quali pacemaker bicamerali e dispositivi per defibrillazione, inclusi modelli bicamerali, tricamerali e sistemi CRT-D dotati di elettrocateteri e sistemi di monitoraggio remoto. L'attività comprende inoltre la fabbricazione di dispositivi per il recupero, monitoraggio e trattamento del sangue, apparecchiature per autotrasfusione, filtri, pompe centrifughe, e set per dialisi unitamente a componenti monouso. L'azienda produce altresì sistemi per elettrofisiologia, con dispositivi destinati alla stimolazione nervosa e ad ablation, e componenti specifici quali cannulae, ossigenatori, cateteri e tubatismi customizzati per applicazioni in chirurgia cardiaca.
288	COOPERATIVA SOCIALE SOCIETA' DOLCE - SOCIETA' COOPERATIVA	88	Emilia-Romagna	L'azienda gestisce ed eroga prestazioni socio-assistenziali e socio-sanitarie in modalità non residenziale e residenziale. Le attività comprendono assistenza domiciliare diretta, erogazione di servizi di base e interventi di riabilitazione psicofisica, e l'organizzazione di strutture diurno-residenziali. Vengono implementati programmi di assistenza socio-educativa rivolti a minori, con la gestione di centri educativi integrati che comprendono nidi, scuole dell'infanzia, centri estivi e laboratori educativi. L'offerta operativa include inoltre servizi di custodia, pulizia ordinaria e straordinaria applicati a plessi scolastici, strutture sanitarie e centri socio-assistenziali, attività di trasporto e accompagnamento per utenze con handicap, e la fornitura di personale specializzato per l'erogazione di interventi educativi e di supporto integrato. Il complesso operazionale si configura in un sistema organizzato per l'erogazione di soluzioni socio-sanitarie e socio-assistenziali rivolte a fasce di popolazione diversificate.
289	BURGO GROUP S.P.A.	17	Veneto	L'attività consiste nella fabbricazione di carta e cartone con specifica applicazione nella produzione di carta per usi grafici, carta destinata all'editoria, carta speciali, carta per imballaggio, containerboard e carta per ondulatori. Le operazioni comprendono lo sviluppo, la produzione e la distribuzione di carta patinata e non patinata, nonché di vari formati quali la carta monopatinata e bipatinata. Le unità produttive locali prevedono processi integrati di cogenerazione per la produzione di energia elettrica e termica.
290	VEHICLE SERVICE GROUP ITALY S.R.L.	28	Emilia-Romagna	L'azienda si occupa della progettazione e produzione di macchine e apparecchiature per il sollevamento e la movimentazione di veicoli e relativi componenti, realizzando dispositivi tecnici per officine di riparazione e per gommisti. La produzione si avvale di processi di lavorazioni meccaniche, taglio laser, saldatura, verniciatura, assemblaggio e collaudo, per la fabbricazione di sistemi di sollevamento, apparecchi di assetto ruote, linee di prova per veicoli leggeri e pesanti, equilibratrici, smontagomme e ponti sollevatori. L'azienda opera nel settore della meccanica strumentale e nella fabbricazione di macchine e impianti per il sollevamento e il trasporto, focalizzandosi sulla realizzazione di componenti tecnici per la manutenzione e il controllo veicolare.
291	ARIMONDO S.R.L.	47	Liguria	L'azienda opera nel settore della grande distribuzione alimentare mediante la gestione e l'esercizio di esercizi di commercio al dettaglio non specializzati, con una focalizzazione su prodotti alimentari e bevande. L'attività comprende la gestione di reti di supermercati e negozi alimentari, con un assortimento che include alimenti da forno, prodotti di pasticceria, articoli di gastronomia e panetteria, nonché operazioni di commercio al minuto e all'ingrosso. L'attività è affermata tramite l'adesione a bandi pubblici destinati all'erogazione di prodotti alimentari e strumenti abilitanti, come buoni spesa e carte prepagate, rivolti a nuclei familiari in stato di difficoltà.
292	FONDITAL SPA	25	Lombardia	L'azienda opera nella fabbricazione di radiatori e contenitori in metallo per impianti di riscaldamento centrale. L'attività comprende la produzione di radiatori in alluminio, caldaie murali e caldaie a basamento, nonché stufe convettive a gas e radiatori elettrici. Viene eseguita la lavorazione di leghe speciali in alluminio e la realizzazione di stampi in acciaio per applicazioni di pressofusione. Sono prodotti componenti elettromeccanici per il settore automotive e per la componentistica meccanica. L'attività produttiva integra installazioni fotovoltaiche per l'autoproduzione di energia elettrica.
293	EXPERIS S.R.L.	78	Lombardia	L'entità opera nella somministrazione di lavoro mediante la fornitura di personale a tempo determinato e indeterminato; svolge attività di ricerca e selezione di candidati per profili tecnico-professionali, includendo ambiti informatici e ingegneristici; integra attività di consulenza informatica con progettazione, sviluppo e assistenza di sistemi informativi integrati e soluzioni software per la gestione di infrastrutture IT; organizza inoltre corsi di formazione tecnico-professionale per l'aggiornamento delle competenze operative.
294	LEPIDA S.C.P.A.	62	Emilia-Romagna	L'azienda opera nella progettazione, sviluppo e gestione di infrastrutture ICT, realizzando reti regionali, data center e infrastrutture cloud. Le attività comprendono l'implementazione e la manutenzione di reti di telecomunicazione, sistemi di connettività a banda larga, reti radiomobili e copertura per telefonia cellulare. Vengono sviluppate piattaforme per l'autenticazione federata, applicativi per la gestione dei dati sanitari, sistemi di monitoraggio delle infrastrutture ICT e soluzioni per l'elaborazione di big data. Il coordinamento delle reti digitali e la gestione di infrastrutture di supporto alle operazioni pubbliche risultano parte integrante dell'offerta tecnica.
295	C.O.B.O. S.P.A.	29	Lombardia	L'azienda opera nella progettazione, nello sviluppo e nella produzione di soluzioni integrali nell'ambito dell'elettromeccanica applicata ai veicoli e ad altri mezzi di trasporto. Le attività comprendono la realizzazione di apparecchiature elettriche ed elettroniche, l'assemblaggio di moduli elettromeccanici e la fabbricazione di componentistica mediante lavorazioni meccaniche, stampaggio plastica, termoformatura, assemblaggio e saldatura. L'offerta tecnica include sistemi di sensoristica per il rilevamento di posizione, controllori per sistemi elettronici di sicurezza, dispositivi di comando, sistemi di illuminazione, dashboard e cablaggi, nonché moduli per il monitoraggio, il controllo e la connettività integrata nei sistemi macchina. La gamma di soluzioni si estende alla tecnologia per l'automazione industriale e l'integrazione di dispositivi per la diagnostica remota.
296	GIACOMINI S.P.A.	28	Piemonte	L'azienda opera nella progettazione e produzione di componenti meccanici per il controllo dei fluidi, con particolare riferimento alla fabbricazione di rubinetti e valvole, e alla realizzazione di sistemi radianti impiegati per il riscaldamento, il raffrescamento, la contabilizzazione dell'energia termica e l'utilizzo del solare termico. L'offerta comprende la produzione di componenti per impianti di climatizzazione che includono gruppi di circolazione per impianti solari termici, valvole a sfera, valvole termostatiche, saracinesche, teste termoelettriche, collettori di distribuzione e raccordi in ottone, oltre all'assemblaggio di pannelli radianti. L'azienda realizza componenti e raccordi in materiali sintetici per impianti idrotermosanitari tramite stampaggio ad iniezione, incollaggio e saldatura, nonché l'estrusione di tubi destinati a uso sanitario o per il riscaldamento e il raffrescamento, adottando tecniche di lavorazione meccanica quali stampaggio a caldo, tornitura e trattamenti galvanici.
297	LAVORINT S.P.A.	78	Lombardia	L'azienda realizza corsi specifici per la formazione di base, professionale e on the job, rivolti in prevalenza al settore agricolo e agroalimentare. Opera nella gestione dell'addestramento del personale mediante programmi di formazione mirata, ricerca e selezione attraverso analisi organizzative, definizione di profili professionali e attività di ricollocazione. Esegue operazioni di somministrazione di lavoro a tempo determinato e indeterminato, intermediazione tra domanda e offerta e consulenza per l'inserimento lavorativo, integrando processi di raccolta e valutazione delle candidature. Gestisce piattaforme informatiche per la registrazione documentale, la gestione delle presenze e l'elaborazione di dati statistici relativi al personale, ed effettua l'outsourcing di processi aziendali relativi alla gestione delle risorse umane.
